id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_profile_id,host_profile_url,host_name,host_since,hosts_time_as_user_years,hosts_time_as_user_months,hosts_time_as_host_years,hosts_time_as_host_months,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,price_quote_checkin_date,price_quote_checkout_date,price_quote_total_price,price_quote_price_per_night,price_quote_raw,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
15396,https://www.airbnb.com/rooms/15396,20260316030535,2026-03-17,previous scrape,Sunny & Spacious Chelsea Apartment,"Modern, spacious, bright and well designed apartment in Chelsea/Midtown Manhattan close to everything & a great spot to explore the city! <br /><br />Family-friendly space with great food shopping nearby. <br /><br />Also very well suited for business travelers.<br /><br />Minimum rental period: +30 nights",,https://a0.muscache.com/pictures/575128a1-08e7-4ae8-8509-9610c688f56e.jpg,60278,https://www.airbnb.com/users/show/60278,1.4625079704088525e+18,https://www.airbnb.com/users/profile/1462507970408852595,Petra,,16.0,3.0,10.0,1.0,"New York, NY",,,,,t,,https://a0.muscache.com/im/pictures/user/User-60278/original/663ec772-e67f-4c5e-aa15-f076ad6d5368.jpeg?aki_policy=profile_x_medium,,3.0,,,t,t,,Chelsea,Manhattan,40.74493,-73.99521,Entire rental unit,Entire home/apt,4,,2 baths,2.0,,"[""Sound system"", ""Essentials"", ""Bed linens"", ""Wifi"", ""Dishwasher"", ""Oven"", ""Wine glasses"", ""Extra pillows and blankets"", ""Iron"", ""Babysitter recommendations"", ""Dishes and silverware"", ""Outdoor furniture"", ""Paid parking off premises"", ""Host greets you"", ""Cleaning products"", ""Microwave"", ""Carbon monoxide alarm"", ""Stove"", ""Fire extinguisher"", ""HDTV with Amazon Prime Video, Apple TV, Netflix"", ""Smoke alarm"", ""BBQ grill"", ""Shampoo"", ""Elevator"", ""Baking sheet"", ""Air conditioning"", ""First aid kit"", ""Pets allowed"", ""Hot water kettle"", ""Hair dryer"", ""Washer"", ""Hangers"", ""Coffee maker"", ""Refrigerator"", ""Dedicated workspace"", ""Cooking basics"", ""Children\u2019s books and toys"", ""Kitchen"", ""Toaster"", ""Dryer"", ""Clothing storage: closet"", ""Outdoor dining area"", ""Freezer"", ""Heating"", ""Ethernet connection"", ""Children\u2019s dinnerware"", ""Hot water"", ""Room-darkening shades"", ""Bathtub""]",,,,,,,180.0,730.0,180.0,180.0,730.0,730.0,180.0,730.0,,t,30,60,90,179,2026-03-17,5,0,0,179,0,0,,2016-03-23,2018-11-03,5.0,4.8,4.8,5.0,5.0,4.8,4.8,,,1,1,0,0,0.04
16338,https://www.airbnb.com/rooms/16338,20260316030535,2026-03-16,city scrape,"Large Room + Private Deck, Clinton Hill Best Area","Good sized double room with a private deck!! on one of the nicest blocks in Clinton Hill.   I have a cat so sorry no pets.  Cat Lovers are a plus<br /><br />If you ask around, anyone will tell you that the Fort Greene/Clinton Hill area of Brooklyn is one of the coolest neighborhoods to be in. Lots of bars/restaurants. Lovely park and trees everywhere. Farmers market on Saturdays and much to do. Close to ALL the trains and buses.  My block is nice and quiet.",,https://a0.muscache.com/pictures/miso/Hosting-16338/original/d6331e18-52b4-41e4-9122-6118c16fc245.jpeg,63613,https://www.airbnb.com/users/show/63613,1.4625080866123569e+18,https://www.airbnb.com/users/profile/1462508086612356812,Patricia,,16.0,3.0,15.0,2.0,"New York, NY","I am a freeleancer from the UK living in Brooklyn. This is a great way to find longer term guests. I also use air bnb when I travel. It's been a great experience,  my guests have been lovely.  I don't tend to socialise much with my guests, I'm pretty easy going and always happy to chat and recommend things to do in NYC.
I work in entertainment. Love going to see  films/ photography exhibitions. Adore Living in Brooklyn, my neighborhood is great.",,,,f,,https://a0.muscache.com/im/pictures/user/972e0e19-8480-44d0-9281-596121a50076.jpg?aki_policy=profile_x_medium,,2.0,,,t,t,,Clinton Hill,Brooklyn,40.69121,-73.96804,Private room in condo,Private room,1,1.0,1 shared bath,1.0,2.0,"[""Hot water kettle"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Refrigerator"", ""Freezer"", ""Essentials"", ""Stove"", ""Toaster"", ""Carbon monoxide alarm"", ""Iron"", ""Host greets you"", ""Wifi"", ""Hair dryer"", ""Heating"", ""Long term stays allowed"", ""Bathtub"", ""Portable air conditioning"", ""Outdoor dining area"", ""Bed linens"", ""Dishes and silverware"", ""Lock on bedroom door"", ""Kitchen"", ""Coffee maker"", ""Baking sheet"", ""Oven"", ""Cooking basics"", ""Outdoor furniture"", ""Free street parking"", ""Luggage dropoff allowed"", ""Private patio or balcony""]",$56.84,2026-06-27,2026-07-27,1705.28,56.84,"{""quote"": {""taxes"": null, ""currency"": null, ""date_match"": null, ""service_fee"": null, ""total_price"": ""1705.28"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": ""203.40"", ""price_per_night"": ""56.84266666666666666666666667"", ""nightly_subtotal"": null, ""discounted_subtotal"": ""1705.28"", ""raw_price_line_items"": [{""amount"": ""1908.68"", ""item_type"": ""other"", ""description"": ""Average monthly price"", ""price_string"": ""$1,908.68""}, {""amount"": ""-203.40"", ""item_type"": ""discount_amount"", ""description"": ""Monthly stay discount"", ""price_string"": ""-$203.40""}, {""amount"": ""1705.28"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$1,705.28""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-06-27"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-27""}}",30.0,200.0,30.0,30.0,200.0,200.0,30.0,200.0,,t,0,11,11,151,2026-03-16,33,1,0,77,1,60,3410.0,2010-01-02,2025-12-03,4.67,4.7,4.33,4.84,4.81,4.74,4.61,,,1,0,1,0,0.17
16580,https://www.airbnb.com/rooms/16580,20260316030535,2026-03-16,city scrape,"Sunny, Modern room in East Village w City Views",This clean and very comfortable private room in the East Village has spectacular views of downtown Manhattan and is a block away from Tompkins Square Park. Am always excited to share the space with guests! Thanks for taking a look.,,https://a0.muscache.com/pictures/37e211bb-6ef8-44b6-8022-7427e7a241a5.jpg,64442,https://www.airbnb.com/users/show/64442,1.462508106838747e+18,https://www.airbnb.com/users/profile/1462508106838746918,Reka,,16.0,2.0,12.0,7.0,"New York, NY","I’ve lived in NYC for over 15 years. I love to travel, am from Transylvania (sort of), and I spend most of my time producing movies.",,,,t,,https://a0.muscache.com/im/pictures/user/72e322b7-e41a-44d9-a1ce-3497150f87ed.jpg?aki_policy=profile_x_medium,,2.0,,,t,t,,East Village,Manhattan,40.72372723229208,-73.97625850509617,Private room in condo,Private room,1,1.0,1 shared bath,1.0,1.0,"[""TV"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Air conditioning"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Refrigerator"", ""Lockbox"", ""First aid kit"", ""Fire extinguisher"", ""Backyard"", ""Essentials"", ""Stove"", ""Carbon monoxide alarm"", ""City skyline view"", ""Iron"", ""Shampoo"", ""Wifi"", ""Washer"", ""Hair dryer"", ""Heating"", ""Self check-in"", ""Free parking on premises"", ""Dryer"", ""Bed linens"", ""Microwave"", ""Dishes and silverware"", ""Lock on bedroom door"", ""Kitchen"", ""Coffee maker"", ""Shared patio or balcony"", ""Oven"", ""Cooking basics"", ""Free street parking"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Gym"", ""Elevator""]",$142.65,2026-03-22,2026-03-23,142.65,142.65,"{""quote"": {""taxes"": null, ""currency"": null, ""date_match"": null, ""service_fee"": null, ""total_price"": ""142.65"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""142.65"", ""nightly_subtotal"": ""142.65"", ""discounted_subtotal"": ""142.65"", ""raw_price_line_items"": [{""amount"": ""142.65"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $142.65"", ""price_string"": ""$142.65""}, {""amount"": ""142.65"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$142.65""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-03-22"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-03-23""}}",1.0,1125.0,1.0,2.0,1125.0,1125.0,2.0,1125.0,,t,10,29,57,228,2026-03-16,680,55,3,228,61,255,36376.0,2013-08-22,2026-02-28,4.82,4.86,4.79,4.81,4.81,4.76,4.72,OSE-STRREG-0000108,,2,0,2,0,4.44
16821,https://www.airbnb.com/rooms/16821,20260316030535,2026-03-17,city scrape,Charming Room in Amazing East Village Apt. (B),"The apartment is among the best and most unique available in the lively East Village. It’s a second-floor walk up with a large kitchen, spacious living room, large back deck with bbq, wi-fi, pressed-tin ceilings, roof access, etc. It has a lot of character; a very homey but spacious feeling with high ceilings, lots of artwork, plants, books, hardwood floors, exposed brick, etc.",,https://a0.muscache.com/pictures/airflow/Hosting-16821/original/e4018fde-baeb-41da-803b-1a99cedb4527.jpg,4396,https://www.airbnb.com/users/show/4396,1.4625064115478776e+18,https://www.airbnb.com/users/profile/1462506411547877646,Casey,,17.0,3.0,15.0,2.0,"New York, NY","I work as a photographer and founded a boutique photo agency recently and an arts non-profit prior, called Slideluck.  I am busy, but social, respectful, clean, often out at night, cook frequently and travel a lot. NYC is home but I spend a lot time upstate in the Catskill Mountains as well.",,,,t,,https://a0.muscache.com/im/pictures/user/User/original/6335f188-e055-42a3-ac31-723071a3b819.jpeg?aki_policy=profile_x_medium,,3.0,,,t,t,,East Village,Manhattan,40.72281,-73.98501,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Record player"", ""Essentials"", ""Bed linens"", ""Wifi"", ""City skyline view"", ""Oven"", ""Wine glasses"", ""Extra pillows and blankets"", ""Iron"", ""Dishes and silverware"", ""Outdoor furniture"", ""Microwave"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Stove"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Single level home"", ""First aid kit"", ""Hot water kettle"", ""Hair dryer"", ""Hangers"", ""Coffee maker"", ""Refrigerator"", ""Cooking basics"", ""Courtyard view"", ""Kitchen"", ""Smoking allowed"", ""Drying rack for clothing"", ""Portable fans"", ""Outdoor dining area"", ""Freezer"", ""Heating"", ""Coffee"", ""Private patio or balcony"", ""Free street parking"", ""Self check-in"", ""Lockbox"", ""Hot water"", ""Room-darkening shades"", ""Dedicated workspace"", ""Dining table""]",$204.27,2026-03-26,2026-03-27,204.27,204.27,"{""quote"": {""taxes"": null, ""currency"": ""USD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""204.27"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""204.27"", ""nightly_subtotal"": ""204.27"", ""discounted_subtotal"": ""204.27"", ""raw_price_line_items"": [{""amount"": ""204.27"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $204.27"", ""price_string"": ""$204.27""}, {""amount"": ""204.27"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$204.27""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-03-26"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-03-27""}}",1.0,31.0,1.0,1.0,31.0,31.0,1.0,31.0,,t,7,18,26,26,2026-03-17,307,59,5,26,56,255,52089.0,2012-08-14,2026-03-01,4.76,4.82,4.53,4.76,4.87,4.91,4.66,OSE-STRREG-0001710,,2,0,2,0,1.86
16974,https://www.airbnb.com/rooms/16974,20260316030535,2026-03-16,city scrape,SpaHa Loft: Enormous and Bright,"Our luxury loft occupies the entire second floor of an old warehouse with high ceilings, lots of windows, 4 bedrooms & 2 bathrooms. Perfect for shares, with a very large common space.  It's located next to a small park on a very quiet block. Supermarket is next door, and the subway five minutes away.",,https://a0.muscache.com/pictures/miso/Hosting-16974/original/9cb3f191-dd71-4200-adbf-85aed712f02c.jpeg,65837,https://www.airbnb.com/users/show/65837,1.462508191008623e+18,https://www.airbnb.com/users/profile/1462508191008623045,Robin,,16.0,2.0,15.0,2.0,"New York, NY","My husband and I are media professionals who had a dream of buying and renovating a warehouse to work and live in with our daughter. Our apartment is above the one we rent out, so it's easy to handle all of the logistics of having guests, and we really do know the neighborhood well.  We even do a monthly TV show about it called eHarlemTV (eharlemtv.com).",,,,f,,https://a0.muscache.com/im/users/65837/profile_pic/1262018830/original.jpg?aki_policy=profile_x_medium,,1.0,,,t,t,,East Harlem,Manhattan,40.8019,-73.93762,Entire loft,Entire home/apt,8,2.0,2 baths,4.0,6.0,"[""TV"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Air conditioning"", ""Dedicated workspace"", ""Refrigerator"", ""High chair"", ""Essentials"", ""Stove"", ""Iron"", ""Wifi"", ""Washer"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Heating"", ""Dryer"", ""Microwave"", ""Dishes and silverware"", ""Crib"", ""Kitchen"", ""Coffee maker"", ""Oven"", ""Cooking basics"", ""Pets allowed"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Elevator""]",$241.52,2026-08-15,2026-09-14,7245.46,241.52,"{""quote"": {""taxes"": null, ""currency"": null, ""date_match"": null, ""service_fee"": null, ""total_price"": ""7245.46"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": ""2700.00"", ""price_per_night"": ""241.5153333333333333333333333"", ""nightly_subtotal"": null, ""discounted_subtotal"": ""7245.46"", ""raw_price_line_items"": [{""amount"": ""9945.46"", ""item_type"": ""other"", ""description"": ""Average monthly price"", ""price_string"": ""$9,945.46""}, {""amount"": ""-2700.00"", ""item_type"": ""discount_amount"", ""description"": ""Monthly stay discount"", ""price_string"": ""-$2,700.00""}, {""amount"": ""7245.46"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$7,245.46""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-08-15"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-09-14""}}",30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,,t,25,29,39,157,2026-03-16,291,0,0,157,0,0,0.0,2010-01-02,2023-09-05,4.85,4.9,4.77,4.96,4.94,4.42,4.77,,,1,1,0,0,1.48
17037,https://www.airbnb.com/rooms/17037,20260316030535,2026-03-16,city scrape,Lovely EV Artist's Home,I am happy to host responsible visitors as my guests.  I am careful to make sure it is the right match for my home- Perfect for one or a couple but not more. This is an especially personable EV apt- please read the full description.  If you are interested please introduce yourselves and tell me a little bit about your stay in the city.  This is my home and it is important for me to know who is making the reservation.  Thank you.,,https://a0.muscache.com/pictures/6477265/3746d647_original.jpg,66035,https://www.airbnb.com/users/show/66035,1.462508196146433e+18,https://www.airbnb.com/users/profile/1462508196146433132,Anna,,16.0,2.0,15.0,2.0,"New York, NY","I am a video artist. I have lived in NY for 28 years, and traveled quite a lot.  I have had all good experiences with people happy to stay in my apt in the East Village, and a few return visits.  It is very much my home so i welcome responsible people who are happy to be here.  I am always reachable for any questions and have friends in the neighborhood who are welcoming and available for any extra assistance.",,,,f,,https://a0.muscache.com/im/users/66035/profile_pic/1385011723/original.jpg?aki_policy=profile_x_medium,,1.0,,,t,t,,East Village,Manhattan,40.72289,-73.98028,Entire rental unit,Entire home/apt,1,1.0,1 bath,1.0,1.0,"[""Essentials"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Iron"", ""Dishes and silverware"", ""Paid parking off premises"", ""Host greets you"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Smoke alarm"", ""Shampoo"", ""Air conditioning"", ""First aid kit"", ""Hair dryer"", ""Washer"", ""Hangers"", ""Refrigerator"", ""Cooking basics"", ""Kitchen"", ""Dryer"", ""Free street parking"", ""Heating"", ""Hot water"", ""Luggage dropoff allowed""]",$239.70,2026-03-19,2026-04-18,7191.0,239.7,"{""quote"": {""taxes"": null, ""currency"": ""USD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""7191"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""239.7"", ""nightly_subtotal"": null, ""discounted_subtotal"": ""7190.15"", ""raw_price_line_items"": [{""amount"": ""7190.15"", ""item_type"": ""other"", ""description"": ""Average monthly price"", ""price_string"": ""$7,190.15""}, {""amount"": ""7190.15"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$7,190.15""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-03-19"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-04-18""}}",30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,,t,27,56,86,176,2026-03-16,53,0,0,176,0,0,0.0,2010-03-31,2024-06-06,4.8,4.75,4.9,4.98,4.98,4.57,4.56,,,1,1,0,0,0.27
18152,https://www.airbnb.com/rooms/18152,20260316030535,2026-03-16,city scrape,Manhattan Room,"Please message me before making booking request.Instant booking is not accepted<br /><br />Located on Upper East Site (70’s) safe residential neighborhood<br /><br />-Share kitchen and bathroom with hostess and a cat<br /><br />-Near Central Park, public transportation, museum mile<br /><br />-Lines & towels provided, full size bed, laundromat in the building<br /><br />- There is outdoor public pool next to my building<br /><br />-Complimentary coffee/tea<br /><br />For my safety please put your picture",,https://a0.muscache.com/pictures/2c371d89-e590-468e-97bc-d345670dd28c.jpg,69942,https://www.airbnb.com/users/show/69942,1.4625083230301422e+18,https://www.airbnb.com/users/profile/1462508323030142248,Victoria,,16.0,2.0,15.0,2.0,"New York, NY","I am host and a traveler who likes to meet new people.

SEE YOU IN NEW YORK!!!",,,,f,,https://a0.muscache.com/im/users/69942/profile_pic/1314398288/original.jpg?aki_policy=profile_x_medium,,1.0,,,t,t,,Upper East Side,Manhattan,40.76967,-73.94831,Private room in rental unit,Private room,2,1.0,1 shared bath,2.0,1.0,"[""Kitchen"", ""Pool"", ""Hair dryer"", ""Hangers"", ""Air conditioning"", ""Refrigerator"", ""Microwave"", ""Wifi""]",$554.20,2026-03-16,2026-04-15,16626.0,554.2,"{""quote"": {""taxes"": null, ""currency"": ""USD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""16626"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""554.2"", ""nightly_subtotal"": null, ""discounted_subtotal"": ""16625.84"", ""raw_price_line_items"": [{""amount"": ""16625.84"", ""item_type"": ""other"", ""description"": ""Average monthly price"", ""price_string"": ""$16,625.84""}, {""amount"": ""16625.84"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$16,625.84""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-03-16"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-04-15""}}",30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,,t,30,60,90,365,2026-03-16,146,0,0,291,0,0,0.0,2011-09-23,2019-09-01,4.41,4.38,4.26,4.82,4.76,4.72,4.47,,,1,0,1,0,0.83
18728,https://www.airbnb.com/rooms/18728,20260316030535,2026-03-17,city scrape,Beautiful Meatpacking District Loft,The hottest neighborhood in New York City! Now only accepting bookings of more than 30 days.,,https://a0.muscache.com/pictures/460797/6182315b_original.jpg,71876,https://www.airbnb.com/users/show/71876,1.4625083643975496e+18,https://www.airbnb.com/users/profile/1462508364397549521,DAVID And RICK,,16.0,1.0,15.0,2.0,"New York, NY",Fun couple. Looking forward to meeting you and having you in our home!,,,,f,,https://a0.muscache.com/im/users/71876/profile_pic/1283277949/original.jpg?aki_policy=profile_x_medium,,1.0,,,t,t,,Chelsea,Manhattan,40.74261,-74.00353,Private room in loft,Private room,3,1.5,1.5 baths,1.0,1.0,"[""Body soap"", ""Essentials"", ""Bed linens"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Blender"", ""Dishwasher"", ""Oven"", ""Wine glasses"", ""Smart lock"", ""Extra pillows and blankets"", ""Free washer \u2013 In unit"", ""Iron"", ""Dishes and silverware"", ""Microwave"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Smoke alarm"", ""Breakfast"", ""Shampoo"", ""Elevator"", ""Baking sheet"", ""Air conditioning"", ""First aid kit"", ""Hot water kettle"", ""Hair dryer"", ""Hangers"", ""Coffee maker"", ""Refrigerator"", ""Cooking basics"", ""Shower gel"", ""Conditioner"", ""Kitchen"", ""Toaster"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Portable fans"", ""Freezer"", ""Heating"", ""TV with standard cable"", ""Gas stove"", ""Coffee"", ""Self check-in"", ""Hot water"", ""Luggage dropoff allowed"", ""Bathtub""]",$160.43,2026-03-17,2026-04-16,4813.0,160.43,"{""quote"": {""taxes"": null, ""currency"": ""USD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""4813"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": ""225.05"", ""price_per_night"": ""160.4333333333333333333333333"", ""nightly_subtotal"": null, ""discounted_subtotal"": ""4812.92"", ""raw_price_line_items"": [{""amount"": ""5037.97"", ""item_type"": ""other"", ""description"": ""Average monthly price"", ""price_string"": ""$5,037.97""}, {""amount"": ""-225.05"", ""item_type"": ""discount_amount"", ""description"": ""Monthly stay discount"", ""price_string"": ""-$225.05""}, {""amount"": ""4812.92"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$4,812.92""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-03-17"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-04-16""}}",30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,30,60,90,300,2026-03-17,251,1,0,225,1,60,9626.0,2011-03-14,2025-08-24,4.95,4.93,4.96,4.99,4.99,5.0,4.94,,,1,0,1,0,1.37
18961,https://www.airbnb.com/rooms/18961,20260316030535,2026-03-17,previous scrape,Cozy Studio in Great Location!,"This is a great fully furnished studio, lots of natural light during the day. Quiet and peaceful at night. Its the perfect location to see the city from and a cozy and clean space to stay in.",,https://a0.muscache.com/pictures/412950/ff300ce7_original.jpg,70857,https://www.airbnb.com/users/show/70857,1.462508342742173e+18,https://www.airbnb.com/users/profile/1462508342742172868,Fabian,,16.0,2.0,15.0,2.0,,,,,,f,,https://a0.muscache.com/im/pictures/user/b5c3d9f9-caf9-4c56-ad91-dc7d789863ca.jpg?aki_policy=profile_x_medium,,1.0,,,t,t,,Kips Bay,Manhattan,40.73808,-73.98001,Private room in rental unit,Private room,2,,1 bath,1.0,,"[""Kitchen"", ""Air conditioning"", ""Essentials"", ""Pets allowed"", ""Hair dryer"", ""TV with standard cable"", ""Heating"", ""Wifi"", ""Hangers"", ""Gym"", ""Iron""]",,,,,,,30.0,180.0,30.0,30.0,180.0,180.0,30.0,180.0,,,0,0,0,0,2026-03-17,1,0,0,0,0,0,,2016-03-22,2016-03-22,5.0,5.0,3.0,5.0,5.0,5.0,5.0,,,1,0,1,0,0.01
19174,https://www.airbnb.com/rooms/19174,20260316030535,2026-03-17,city scrape,One bedroom Duplex Private Terrace West Village,"Chic Duplex with PrivateTerrace in NYC’s Golden Triangle! Stay in the heart of Chelsea, West Village, and Meatpacking! This charming one-bedroom duplex in a classic 1900s walk-up offers a private terrace with stunning views, a remodeled kitchen with high-end appliances, a washer-dryer combo, and a work-friendly setup with a desk, ergonomic chair, printer, and TV. Steps from top restaurants, boutiques, and multiple subway lines, it’s perfect for work or leisure in NYC’s trendiest neighborhood.",,https://a0.muscache.com/pictures/754613/a59fa9f3_original.jpg,73164,https://www.airbnb.com/users/show/73164,1.4625084472821076e+18,https://www.airbnb.com/users/profile/1462508447282107558,Alexis,,16.0,1.0,15.0,2.0,"New York, NY","We are a French couple, working in finance and Real Estate in NY.",,,,f,,https://a0.muscache.com/im/users/73164/profile_pic/1264360184/original.jpg?aki_policy=profile_x_medium,,5.0,,,t,t,,West Village,Manhattan,40.73917,-74.00207,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,3.0,"[""Body soap"", ""Ceiling fan"", ""Essentials"", ""Bed linens"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Clothing storage: closet and dresser"", ""Extra pillows and blankets"", ""Free washer \u2013 In unit"", ""Iron"", ""Dishes and silverware"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Air conditioning"", ""Pets allowed"", ""Hair dryer"", ""Hangers"", ""Dedicated workspace"", ""Cooking basics"", ""Kitchen"", ""Heating"", ""TV with standard cable"", ""Hot water"", ""Room-darkening shades"", ""Bathtub""]",,,,,,,90.0,3000.0,90.0,90.0,3000.0,3000.0,90.0,3000.0,,t,0,0,0,31,2026-03-17,68,0,0,0,0,0,,2010-05-14,2024-12-27,4.63,4.51,4.3,4.94,4.83,4.79,4.64,,,1,1,0,0,0.35
